kx,ky,phasor
-45+0i,34+0i,-0.54707778183322-1.93942074737025i
-45+0i,35+0i,9.59396979187553-1.85403693550701i
-45+0i,36+0i,0.064224589614244+0.2570790048128i
-45+0i,37+0i,-12.1268938737304-1.1841045884378i
-45+0i,38+0i,0.24511371679127-6.85835424888323i
-45+0i,39+0i,1.23862230179682+0.8916379589179i
-45+0i,40+0i,4.36463896821843+9.18254380951117i
-45+0i,41+0i,4.52150530112459+9.78356858015905i
-45+0i,42+0i,-6.84526553978094+8.65456263618598i
-45+0i,43+0i,-11.4734897649611+1.4363778791899i
-45+0i,44+0i,-6.21905284181106+0.90745121170588i
-45+0i,45+0i,3.77154661940178+2.30811124971261i
-45+0i,46+0i,-4.22796218330852-0.14606730421353i
-45+0i,47+0i,-2.60573865180078+0.74876816920959i
-45+0i,48+0i,4.56234093866454-4.64488788981686i
-45+0i,49+0i,-1.57048667470935-8.41389073837314i
-45+0i,50+0i,4.87915815890152-2.65476277474882i
-44+0i,-49+0i,2.884414250918+11.4359437165098i
-44+0i,-48+0i,0.516008183842808+0.325155306787803i
-44+0i,-47+0i,-3.44826209243034+7.59458039341542i
-44+0i,-46+0i,1.43132166757717+7.53215072304607i
-44+0i,-45+0i,-9.45409023977658-4.38438754416743i
-44+0i,-44+0i,4.7512587563574+4.0492321958174i
-44+0i,-43+0i,1.41313088800171-7.84218955270521i
-44+0i,-42+0i,-14.042269289986-5.2415506938803i
-44+0i,-41+0i,1.53242749418129+1.18577568865118i
-44+0i,-40+0i,1.34030967752199-6.21419467737912i
-44+0i,-39+0i,2.57518487384897-5.07189218017731i
-44+0i,-38+0i,2.83030225290608-0.3422228452996i
-44+0i,-37+0i,1.40231974362203+8.73468994561017i
-44+0i,-36+0i,-5.51235691510606-5.45896096849961i
-44+0i,-35+0i,-11.8333122765632-7.8072496694694i
-44+0i,-34+0i,6.47100943404456-0.54787525894678i
-44+0i,-33+0i,3.75861536047543-5.64098485743915i
-44+0i,-32+0i,5.06258992956998+3.94561597680641i
-44+0i,-31+0i,3.4267085152578+3.9285947566865i
-44+0i,-30+0i,-5.13444720132718+2.87868806128144i
-44+0i,-29+0i,6.9169702227377+3.10226220497736i
-44+0i,-28+0i,-4.83878348637877+0.69509953521077i
-44+0i,-27+0i,-13.4920737692177+3.446183999855i
-44+0i,-26+0i,-6.11485220484675+5.01156567531925i
-44+0i,-25+0i,-3.07720349793941+4.65392066088799i
-44+0i,-24+0i,-5.64271943927383-1.05728004469465i
-44+0i,-23+0i,-7.30299261512936-0.23610363128506i
-44+0i,-22+0i,-3.81844478053424-2.79477504872944i
-44+0i,-21+0i,-8.01989823955705-6.35752797246755i
-44+0i,-20+0i,6.22588837008748-2.32798704623058i
-44+0i,-19+0i,10.6051023281157+2.2206273781366i
-44+0i,-18+0i,-10.9793847615944-1.5520575920002i
-44+0i,-17+0i,-2.7369223215411-13.292924755096i
-44+0i,-16+0i,13.6010123915513-3.9946056609982i
-44+0i,-15+0i,9.89293767119127+1.99109259101114i
-44+0i,-14+0i,10.6170877480945-8.2069031996446i
-44+0i,-13+0i,8.91431183375818+0.48209600133423i
-44+0i,-12+0i,-8.26488504164778+9.41650945871972i
-44+0i,-11+0i,-11.9408190346556+6.2836028503948i
-44+0i,-10+0i,9.38501149334167-1.67951634801091i
-44+0i,-9+0i,6.5404160876189-16.5462851144873i
-44+0i,-8+0i,-22.85897880612-6.0959349969165i
-44+0i,-7+0i,-31.9220329530308+18.8396022309118i
-44+0i,-6+0i,-22.485436084374+1.3399406472844i
-44+0i,-5+0i,-5.0154007031653-33.7905316596907i
-44+0i,-4+0i,0.9939338568659-17.1080956930091i
-44+0i,-3+0i,8.25790569667+18.5968627064786i
-44+0i,-2+0i,25.4644606343304+6.6209073876901i
-44+0i,-1+0i,6.32046692200012+3.6015971203797i
-44+0i,0+0i,-6.4897190137351+27.7589494176679i
-44+0i,1+0i,1.0559977754133+18.2547546953159i
-44+0i,2+0i,-2.60358431481443-5.36454351496425i
-44+0i,3+0i,20.4513766866566-12.3603434792477i
-44+0i,4+0i,24.1483458257642+4.0365801625401i
-44+0i,5+0i,-7.8803056054936+16.1989969748591i
-44+0i,6+0i,-2.58938330322138-1.07129944116064i
-44+0i,7+0i,1.64425611152108+1.99185260255417i
-44+0i,8+0i,-13.9125762910561+3.2171828222733i
-44+0i,9+0i,-7.1560692936986-20.3017984294926i
-44+0i,10+0i,6.19792354175972-3.84805972122288i
-44+0i,11+0i,7.61556435782641+1.70522396599095i
-44+0i,12+0i,-2.82776951224339-9.44900243159551i
-44+0i,13+0i,3.6476983627082+14.3638200599961i
-44+0i,14+0i,12.2981779333067+10.1307835409469i
-44+0i,15+0i,2.31736723881292+1.85867283631165i
-44+0i,16+0i,0.34921551532508+3.99525669388449i
-44+0i,17+0i,-6.50037691462728-7.25656854466691i
-44+0i,18+0i,-11.80643098326-1.200749039162i
-44+0i,19+0i,-5.69117305499362-1.90961851191522i
-44+0i,20+0i,0.67390745068265-7.69946642251165i
-44+0i,21+0i,-0.05216451806988-5.1366773072296i
-44+0i,22+0i,0.51689104170494+1.23775363585734i
-44+0i,23+0i,4.63458680902383+7.25798968885235i
-44+0i,24+0i,-3.35619238172955-1.50924321057702i
-44+0i,25+0i,4.3305460097075-4.44152507531902i
-44+0i,26+0i,6.6769772595576+2.36766436204221i
-44+0i,27+0i,-14.6114004535357+1.2978760155823i
-44+0i,28+0i,-13.4850946274199+0.1604288219009i
-44+0i,29+0i,0.54533163792837-7.01252326177808i
-44+0i,30+0i,1.6326454730856-11.7944853898814i
-44+0i,31+0i,0.48200321941626+1.51164849734551i
-44+0i,32+0i,2.1327950132304+1.75904398814544i
-44+0i,33+0i,1.85893963441418+1.17445948071296i
-44+0i,34+0i,0.64808974221178+2.4824635550956i
-44+0i,35+0i,-2.71007633137482-1.56473401424503i
-44+0i,36+0i,-1.65895294624278+4.12981983682997i
-44+0i,37+0i,-1.9542861568519-5.31350781218356i
-44+0i,38+0i,0.711201144057723-0.843128926798556i
-44+0i,39+0i,3.40667152383722+7.25661010789584i
-44+0i,40+0i,-2.66880049410367+1.37619336161535i
-44+0i,41+0i,2.40591139855988+9.6556019313181i
-44+0i,42+0i,-6.25796116551765+6.21132611581737i
-44+0i,43+0i,-9.94453209092636+2.87754762891977i
-44+0i,44+0i,1.29351209781074-0.1076618060617i
-44+0i,45+0i,-1.49652024148125-0.11998687320553i
-44+0i,46+0i,9.59111181526004+4.57208999997134i
-44+0i,47+0i,4.12337237860908-2.27151698820509i
-44+0i,48+0i,-4.06102487091887+5.38896474284601i
-44+0i,49+0i,6.87532806910509-2.38950683203695i
-44+0i,50+0i,-0.55498963645603-4.67566338283811i
-43+0i,-49+0i,-8.33059481590045-0.80442575093851i
-43+0i,-48+0i,-7.33148266934028-7.963895332163i
-43+0i,-47+0i,-3.71923256447102-9.24038912401069i
-43+0i,-46+0i,-1.32959598695235+4.57843327229177i
-43+0i,-45+0i,-1.6899216402846+1.18507807106989i
-43+0i,-44+0i,5.23390370642187-5.14638394185113i
-43+0i,-43+0i,9.54941935617503-1.61781048875458i
-43+0i,-42+0i,8.38332752924008-0.84922104384611i
-43+0i,-41+0i,3.595693163268+10.5080873019225i
-43+0i,-40+0i,-8.1374186722315+14.5910713058067i
-43+0i,-39+0i,-5.78946118765355+4.42589836531539i
-43+0i,-38+0i,1.00591495460355+2.28892315135639i
-43+0i,-37+0i,-4.70123934382089+2.9092316516376i
-43+0i,-36+0i,-7.6092663719681+2.34406802760016i
-43+0i,-35+0i,-0.64771102420496+7.15223032897431i
-43+0i,-34+0i,3.23521464830566-0.10165751196697i
-43+0i,-33+0i,-6.83927170897555-9.65788539487523i
-43+0i,-32+0i,-3.34711918995318+0.79267881582255i
-43+0i,-31+0i,9.97223197191842+3.54364285511601i
-43+0i,-30+0i,13.3780245866624-1.390425570608i
-43+0i,-29+0i,10.272076138598+11.9037010902238i
-43+0i,-28+0i,1.944900361546+11.2838959801404i
-43+0i,-27+0i,0.66405301454662-6.26345309342396i
-43+0i,-26+0i,1.79030451469732+9.82607824408318i
-43+0i,-25+0i,-1.0269916754839+15.9434977538566i
-43+0i,-24+0i,-5.70961245695112+0.38995312807287i
-43+0i,-23+0i,-4.79328211398379+4.95403798201165i
-43+0i,-22+0i,0.59604767667866+3.25844474145493i
-43+0i,-21+0i,9.54431162229218+6.511240936436i
-43+0i,-20+0i,8.82095951905171+8.27097927393473i
-43+0i,-19+0i,-9.38302151948873+4.04517984874436i
-43+0i,-18+0i,-7.51598537032428+0.53270685326419i
-43+0i,-17+0i,3.1467670912423-15.7255766382671i
-43+0i,-16+0i,5.79093967599569-9.73019880358892i
-43+0i,-15+0i,10.8124966424378+3.8066251914434i
-43+0i,-14+0i,11.3623736576963+0.7197317657171i
-43+0i,-13+0i,5.86377317647471+1.29151977323385i
-43+0i,-12+0i,-0.60319284197326+6.30933010314926i
-43+0i,-11+0i,5.56755959102947-0.8985495612771i
-43+0i,-10+0i,9.2850684478063-15.2759708207505i
-43+0i,-9+0i,-12.7169417950657-6.6536619466653i
-43+0i,-8+0i,-26.1879518654382+8.5198499304382i
-43+0i,-7+0i,-6.21062147377829-3.04057680009317i
-43+0i,-6+0i,-2.8774844021327-18.4808821131231i
-43+0i,-5+0i,-11.2692506817763-21.3160577705623i
-43+0i,-4+0i,0.1499773542253-11.2125360628761i
-43+0i,-3+0i,6.2631698329671+12.7214077176991i
-43+0i,-2+0i,6.1034879085534+13.5688456307951i
-43+0i,-1+0i,-5.3744849743907+15.8010304169052i
-43+0i,0+0i,-13.2994495934744+20.5585794759576i
-43+0i,1+0i,-3.7993942005994-11.2136095094059i
-43+0i,2+0i,5.750293350681-11.4657167844927i
-43+0i,3+0i,11.8314737966804+11.669416348288i
-43+0i,4+0i,5.79029469266554+4.66658098824909i
-43+0i,5+0i,5.39381507758869-9.12186791754945i
-43+0i,6+0i,19.3131085859714-6.9687849842584i
-43+0i,7+0i,13.6210348521112+15.1524503670035i
-43+0i,8+0i,-8.59087448206577+5.91977773287234i
-43+0i,9+0i,-7.945673161038-23.6459989374476i
-43+0i,10+0i,1.11233031071978-1.13012870896049i
-43+0i,11+0i,-8.0899948538892+13.5889814726922i
-43+0i,12+0i,-3.0041194493387-10.7849638353237i
-43+0i,13+0i,17.3016891147142-8.6551551950431i
-43+0i,14+0i,9.81696242026286+1.88271499014767i
-43+0i,15+0i,3.03931050192518+8.95510134485877i
-43+0i,16+0i,4.3705456001345+6.13792542417423i
-43+0i,17+0i,-18.0301984698892-6.6085487468865i
-43+0i,18+0i,-8.30641947284527-1.44928023198507i
-43+0i,19+0i,6.2808671757899-13.415204461198i
-43+0i,20+0i,-3.5101564319523-14.8765042623661i
-43+0i,21+0i,14.2509128564626+1.7563386353479i
-43+0i,22+0i,12.5484640337454+0.3987915731608i
-43+0i,23+0i,-3.15320033726024+8.97122042823946i
-43+0i,24+0i,-1.99457672333756+9.91839251627786i
-43+0i,25+0i,-4.00558344514664+6.10767326861346i
-43+0i,26+0i,-6.41989199164322+7.21167440583506i
-43+0i,27+0i,-13.027503247999-4.5799884221309i
-43+0i,28+0i,-3.35169261303669-5.78775306795685i
-43+0i,29+0i,1.98046632751844-4.71421591075738i
-43+0i,30+0i,-3.51601477485847-3.29438656885015i
-43+0i,31+0i,3.02163132519204+0.96811627735712i
-43+0i,32+0i,-8.65230049802464-3.85848048116953i
-43+0i,33+0i,-3.60938643712112+2.09916152530992i
-43+0i,34+0i,6.47596123227753+0.46005720576064i
-43+0i,35+0i,-3.76629268444126-4.58694492343831i
-43+0i,36+0i,8.16325550280081-4.13216028458961i
-43+0i,37+0i,-2.99926910314392-7.87648552589089i
-43+0i,38+0i,-4.61299168846871+3.82637471618337i
-43+0i,39+0i,9.08413577410764+2.76238588558583i
-43+0i,40+0i,-9.05398569841752+0.91820050928281i
-43+0i,41+0i,2.46545620308184+3.13120973780168i
-43+0i,42+0i,5.7830432193122-5.20302554753637i
-43+0i,43+0i,-0.86498623244528+3.05347247114377i
-43+0i,44+0i,5.77662813234132+1.6652697152217i
-43+0i,45+0i,-5.78711286530359+0.66580614366147i
-43+0i,46+0i,0.54869399031069+5.90228792457192i
-43+0i,47+0i,3.81064018295088+0.14765682342052i
-43+0i,48+0i,-1.50353591218827+6.71418511839419i
-43+0i,49+0i,2.04629563337403+8.99968357252677i
-43+0i,50+0i,-4.25624759090549+0.74123090607118i
-42+0i,-49+0i,-4.93200132296437-8.40237236082291i
-42+0i,-48+0i,-13.4884038485744-7.5376667818032i
-42+0i,-47+0i,-2.8111422161099-5.88088172646032i
-42+0i,-46+0i,3.81628507525581+3.93365758584104i
-42+0i,-45+0i,10.0506914312073+2.107603531468i
-42+0i,-44+0i,2.53689455254034-2.81308595832299i
-42+0i,-43+0i,3.95895367365961+4.40569747495067i
-42+0i,-42+0i,0.28091024326389-1.21161122842172i
-42+0i,-41+0i,2.80481377485725+9.56878151827704i
-42+0i,-40+0i,7.49658652854642+7.68164407062134i
-42+0i,-39+0i,-5.90148571272336+7.61417840407656i
-42+0i,-38+0i,-5.7478358722414+13.8731491237514i
-42+0i,-37+0i,-2.34275068569829+0.16870696787742i
-42+0i,-36+0i,2.78453512554754-8.37802795850726i
-42+0i,-35+0i,-1.35918948730178-7.42849780197324i
-42+0i,-34+0i,5.28817906682658+1.88235086755458i
-42+0i,-33+0i,8.71507049554725+2.39012301865361i
-42+0i,-32+0i,-10.5705942323433+6.3058202682773i
-42+0i,-31+0i,1.34982013679014+9.20352820183227i
-42+0i,-30+0i,10.2245237612565-1.0149027681982i
-42+0i,-29+0i,3.6443840208955-5.36494962164457i
-42+0i,-28+0i,7.0648954229596-12.5998173026077i
-42+0i,-27+0i,6.93134515898118-9.0674370024649i
-42+0i,-26+0i,7.17652938854576+6.33478970677285i
-42+0i,-25+0i,5.04696836231672+2.05606605119331i
-42+0i,-24+0i,-0.06350299319115-2.48213106735065i
-42+0i,-23+0i,7.70968546638257+7.83474442956088i
-42+0i,-22+0i,21.4779087443892+7.9773871851305i
-42+0i,-21+0i,8.4446603497012+13.5558751882614i
-42+0i,-20+0i,-15.1965843343993+14.9811805515122i
-42+0i,-19+0i,-6.72409648768757-1.56849547646671i
-42+0i,-18+0i,5.85230621710283-8.35442480326094i
-42+0i,-17+0i,-3.2985436114427-11.7915667573287i
-42+0i,-16+0i,4.81774366818253-2.77743654443582i
-42+0i,-15+0i,13.9359288373664+6.5518524672726i
-42+0i,-14+0i,1.48700153441088-6.61024623251156i
-42+0i,-13+0i,11.3238643659031-7.7318921455932i
-42+0i,-12+0i,20.4491952357898-4.4694993354403i
-42+0i,-11+0i,-2.32464143527454-7.74625549744784i
-42+0i,-10+0i,4.5186539273119+7.67774435647511i
-42+0i,-9+0i,15.8854309235096+10.8512365448812i
-42+0i,-8+0i,-21.4561848201764-2.2743628377186i
-42+0i,-7+0i,-11.5728357137992-14.4018209415707i
-42+0i,-6+0i,10.6705057398804-22.9853025006369i
-42+0i,-5+0i,-24.5342532477156+2.8777234748489i
-42+0i,-4+0i,-13.5107612350327+10.1607430028281i
-42+0i,-3+0i,8.0165422305608-17.2296485782043i
-42+0i,-2+0i,-15.5373504927199-7.5488307434545i
-42+0i,-1+0i,-8.06640926556979+8.97954874788286i
-42+0i,0+0i,10.6070523992615-11.9027139287227i
-42+0i,1+0i,1.14869365870271-3.05746656355897i
-42+0i,2+0i,1.6693450495391+38.6724006568431i
-42+0i,3+0i,-0.6924714585687+16.6739673497124i
-42+0i,4+0i,-5.24284296349979-9.8928822918846i
-42+0i,5+0i,1.7276528692506+10.0717567948158i
-42+0i,6+0i,-12.8161327459858-2.2245105728283i
-42+0i,7+0i,-5.6750395418094-22.3002882932546i
-42+0i,8+0i,17.3688617712934-12.0491640969081i
-42+0i,9+0i,5.59919119955188+1.9017542276679i
-42+0i,10+0i,2.2664054436932+13.5826838664186i
-42+0i,11+0i,-1.94791863090195+5.54719464875176i
-42+0i,12+0i,-21.1211680688361-8.2641029321619i
-42+0i,13+0i,-1.81494356292849-0.65716561779897i
-42+0i,14+0i,10.3767660386823-9.9723638665586i
-42+0i,15+0i,-3.00458770805388-7.38927779368596i
-42+0i,16+0i,10.2808491272585+8.9063604863552i
-42+0i,17+0i,1.87532945101341-3.6277069958193i
-42+0i,18+0i,-1.30736849994784-2.89809440654338i
-42+0i,19+0i,12.6227576604816-7.500635781337i
-42+0i,20+0i,3.2165456408386-7.84735325733722i
-42+0i,21+0i,8.4547213824088+13.8289639941658i
-42+0i,22+0i,-0.8897131928648+16.5184106465373i
-42+0i,23+0i,-11.4877288345636+7.2898476801545i
-42+0i,24+0i,-13.1292659620045-5.544476807252i
-42+0i,25+0i,-10.9319807855031-16.9039061345921i
-42+0i,26+0i,12.4772103728175-19.7051694041761i
-42+0i,27+0i,13.6824661649121+5.7740555119633i
-42+0i,28+0i,12.0296351895205+17.9221809668706i
-42+0i,29+0i,-3.47061336477906-1.8192052145322i
-42+0i,30+0i,-18.5727290460219+0.8103402715494i
-42+0i,31+0i,3.06443759823257-1.88884410724888i
-42+0i,32+0i,6.56731259598928-8.51085305507867i
-42+0i,33+0i,2.71610261509479-1.37649582867746i
-42+0i,34+0i,1.55318024435853+0.90237793344862i
-42+0i,35+0i,-2.16005317042374-3.91876419040244i
-42+0i,36+0i,-1.63560604105676-6.49785735911378i
-42+0i,37+0i,-3.49855116739599+2.30170548314633i
-42+0i,38+0i,1.53321903585258-2.46461620941162i
-42+0i,39+0i,-2.59887082857681+3.38946548867403i
-42+0i,40+0i,-4.75769869458957+5.40769765561716i
-42+0i,41+0i,-0.1262719815667-11.2875734551816i
-42+0i,42+0i,2.64191203826502+0.84938393426358i
-42+0i,43+0i,-0.46957694120053-1.59919769686311i
-42+0i,44+0i,-9.26094256235037+0.94798892351779i
-42+0i,45+0i,-3.31709734867952+4.73934248645816i
-42+0i,46+0i,-11.1542212260533-9.6738391249786i
-42+0i,47+0i,-3.53013685128738+8.44241891397055i
-42+0i,48+0i,9.71284516070722+0.60187092711219i
-42+0i,49+0i,-6.53128671379678-1.15177504433568i
-42+0i,50+0i,0.80014624301278+9.60919836157871i
-41+0i,-49+0i,-6.11634292799535+4.16003121325338i
-41+0i,-48+0i,-1.54571266467396-5.62558897285806i
-41+0i,-47+0i,-5.19589823111347-5.79613073542403i
-41+0i,-46+0i,10.6431770880746+3.2216927748954i
-41+0i,-45+0i,1.53552747421957-5.3680103655714i
-41+0i,-44+0i,-13.9687820354653+7.9791925483691i
-41+0i,-43+0i,0.4052109679914+3.22446388481596i
-41+0i,-42+0i,-9.2251002849215-11.989336207544i
-41+0i,-41+0i,3.15857719752997-3.45772480995052i
-41+0i,-40+0i,5.96679400761025-3.40264799933317i
-41+0i,-39+0i,0.60809077825803-1.47574385680065i
-41+0i,-38+0i,10.9209812068229-9.8267514356595i
-41+0i,-37+0i,1.69771279092138+9.87924308176791i
-41+0i,-36+0i,12.1482703056577+13.5850402487003i
-41+0i,-35+0i,-7.539104255478-11.6134247177329i
-41+0i,-34+0i,-13.7740268956992+0.5852314254829i
-41+0i,-33+0i,5.84670131895926-6.02293659440957i
-41+0i,-32+0i,-0.53286861524914+6.04817748582393i
-41+0i,-31+0i,10.5646096035278+19.4621229416205i
-41+0i,-30+0i,-5.87056075928093+0.8375285277766i
-41+0i,-29+0i,-17.2871556324675+2.702561959975i
-41+0i,-28+0i,-7.95644760771321-4.38036400889784i
-41+0i,-27+0i,-8.955822587719-15.1881331613862i
-41+0i,-26+0i,1.5881322088149-11.8117664389314i
-41+0i,-25+0i,-2.11366175034472-4.28158700426357i
-41+0i,-24+0i,0.54421452966439-8.83248601986821i
-41+0i,-23+0i,9.6413470243579-10.0919560180243i
-41+0i,-22+0i,0.98555564079537+9.16353036093978i
-41+0i,-21+0i,4.9511904017377+17.0697707132926i
-41+0i,-20+0i,7.0354187204039+4.31579594540484i
-41+0i,-19+0i,-9.21447343732421-3.96990719788799i
-41+0i,-18+0i,-5.6486540170422+0.07370859995666i
-41+0i,-17+0i,3.15166253360603-3.46184153775466i
-41+0i,-16+0i,3.67681871575053+0.9138156165924i
-41+0i,-15+0i,11.3971717908658+3.9165126946526i
-41+0i,-14+0i,3.5225945873944-14.8749152732718i
-41+0i,-13+0i,-8.02476175941518-8.56644846411373i
-41+0i,-12+0i,9.203756623665+12.8745159095475i
-41+0i,-11+0i,23.4654353203696-4.9603334393772i
-41+0i,-10+0i,9.9688886794458-11.136209290445i
-41+0i,-9+0i,5.0619774874885+9.18749435432165i
-41+0i,-8+0i,-16.4836958326386-2.3472408515076i
-41+0i,-7+0i,-18.454751789277-14.4833052751295i
-41+0i,-6+0i,25.3820317205413-13.9386477132052i
-41+0i,-5+0i,-2.62429311335832-0.69560335959472i
-41+0i,-4+0i,-20.5549041609344+6.2223265128233i
-41+0i,-3+0i,16.3312889506577-19.2361574447374i
-41+0i,-2+0i,-4.64233260519163-8.00677760809781i
-41+0i,-1+0i,-12.1855317540596+13.0106103096173i
-41+0i,0+0i,2.2471975778992+8.5578197488568i
-41+0i,1+0i,-21.2108453368879+22.910954124667i
-41+0i,2+0i,-17.7898038447794+7.3576876185196i
-41+0i,3+0i,7.132206970446-25.7262343032694i
-41+0i,4+0i,9.36170628805259+2.77605180980714i
-41+0i,5+0i,-3.1319924679112+31.561433709946i
-41+0i,6+0i,-9.80933782237236+3.90834607931633i
-41+0i,7+0i,3.4918785079158-16.415058749114i
-41+0i,8+0i,2.57441797938685+4.80351115293594i
-41+0i,9+0i,-0.16268036065318+6.34772033314501i
-41+0i,10+0i,11.5447603771994-7.7689742627659i
-41+0i,11+0i,0.5936912190191+16.929077313024i
-41+0i,12+0i,-16.1751666596259+17.6024992740145i
-41+0i,13+0i,-9.18592612658193-2.23006018935999i
-41+0i,14+0i,-0.51594117518685+1.12529588964663i
-41+0i,15+0i,-2.18478753925542-3.74882216916145i
-41+0i,16+0i,10.9421045837255-2.4209632794358i
-41+0i,17+0i,3.87826489569246-1.12460767236372i
-41+0i,18+0i,-9.50320089755233-3.01277742455515i
-41+0i,19+0i,10.0354898807148-0.6434840837898i
-41+0i,20+0i,7.74534594313262-3.61323832693163i
-41+0i,21+0i,3.05438197191229+4.01933283062072i
-41+0i,22+0i,8.950871503968+10.5560850236249i
-41+0i,23+0i,-4.95641397793583-2.21228758273572i
-41+0i,24+0i,-11.0302937350342-12.5834783912528i
-41+0i,25+0i,4.2813803405149-14.3296675502898i
-41+0i,26+0i,11.5132409105173-8.176750591705i
-41+0i,27+0i,2.8707348523169+11.9140361469563i
-41+0i,28+0i,0.51212695708308+6.87027061005296i
-41+0i,29+0i,-0.67743806562164-2.58556390269707i
-41+0i,30+0i,2.45461223888695-2.14310562914068i
-41+0i,31+0i,4.131048315503-11.6572349804253i
-41+0i,32+0i,1.10891422542475+0.24438172792449i
-41+0i,33+0i,2.93917990303477-2.7430483993382i
-41+0i,34+0i,-1.72598307190976-9.31903669203155i
-41+0i,35+0i,-1.52507667377275+0.22819859622474i
-41+0i,36+0i,1.08734667345811-6.84701857535726i
-41+0i,37+0i,-0.25878604452649+1.06233315143694i
-41+0i,38+0i,2.17483615888097+2.65848648204067i
-41+0i,39+0i,1.05082200528202-3.48579409397828i
-41+0i,40+0i,-3.40372671024686+6.28480987480685i
-41+0i,41+0i,-4.59434705025044+1.25700428248572i
-41+0i,42+0i,-3.62186705562607-0.47548412092919i
-41+0i,43+0i,-2.32252101396751+2.50755154657884i
-41+0i,44+0i,0.55274423118926-3.32096256736189i
-41+0i,45+0i,-4.55371600518474-1.84804356336165i
-41+0i,46+0i,-10.1545174178535+0.0877369147741i
-41+0i,47+0i,-5.80303312213078+2.08147137019999i
-41+0i,48+0i,-2.61348024207083+6.06689562691397i
-41+0i,49+0i,3.11664470940083+2.10460527966412i
-41+0i,50+0i,-1.69758938337341-0.74853349223232i
-40+0i,-49+0i,-5.30373537146842+1.91738060162429i
-40+0i,-48+0i,0.0446927029431-11.1626838615937i
-40+0i,-47+0i,-2.1286147946036-10.8732968132546i
-40+0i,-46+0i,0.88964692493304+3.42942862790609i
-40+0i,-45+0i,-0.79622129445915-6.21652199153021i
-40+0i,-44+0i,-8.66629330742654-0.86881753153799i
-40+0i,-43+0i,1.25981809459202-2.35852432083513i
-40+0i,-42+0i,-0.653249860433-10.0495428748605i
-40+0i,-41+0i,6.05545130359258+2.45426274877912i
-40+0i,-40+0i,-5.21881626401678-3.07841952163083i
-40+0i,-39+0i,-14.1703424031285+1.8439999785593i
-40+0i,-38+0i,12.9570684610057+1.5558199217532i
-40+0i,-37+0i,1.95943918777389-3.92285295664825i
-40+0i,-36+0i,0.6248325378237+6.48884292928842i
-40+0i,-35+0i,0.85670294630934+8.15003098290303i
-40+0i,-34+0i,-13.1278785054928+5.949501023364i
-40+0i,-33+0i,-9.06845710968258-7.81199175982504i
-40+0i,-32+0i,-18.9100975036715+3.8601500990821i
-40+0i,-31+0i,-5.70139612763274+7.72658194666636i
-40+0i,-30+0i,9.0324165410596-10.0497626255741i
-40+0i,-29+0i,-1.55813390192346+8.18518205160149i
-40+0i,-28+0i,-7.6309992562474+13.1519002326918i
-40+0i,-27+0i,-3.15289116672548-2.84394318763454i
-40+0i,-26+0i,4.29843650672255-6.28658847539136i
-40+0i,-25+0i,-5.1758049783335-4.67482454233105i
-40+0i,-24+0i,-11.0225125472476+6.5152919277991i
-40+0i,-23+0i,-2.1836338620057+19.8969191315623i
-40+0i,-22+0i,-5.1451924704134+1.26554651401022i
-40+0i,-21+0i,-2.05837922226-5.13185740935466i
-40+0i,-20+0i,11.1978235492119+16.5141505943836i
-40+0i,-19+0i,-6.4986107019927+9.03073216304465i
